gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,costat,ggroup
001045,20211231,2021,INDL,C,D,STD,AAL,AMERICAN AIRLINES GROUP INC,USD,A,2030
001075,20211231,2021,INDL,C,D,STD,PNW,PINNACLE WEST CAPITAL CORP,USD,A,5510
001078,20211231,2021,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,A,3510
001161,20211231,2021,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,A,4530
001209,20210930,2021,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,A,1510
001230,20211231,2021,INDL,C,D,STD,ALK,ALASKA AIR GROUP INC,USD,A,2030
001234,20211231,2021,INDL,C,D,STD,ATRI,ATRION CORP,USD,A,3510
001254,20211231,2021,INDL,C,D,STD,MATX,MATSON INC,USD,A,2030
001257,20211231,2021,INDL,C,D,STD,ALX,ALEXANDER'S INC,USD,A,6010
001300,20211231,2021,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,A,2010
001327,20210930,2021,INDL,C,D,STD,SWKS,SKYWORKS SOLUTIONS INC,USD,A,4530
001380,20211231,2021,INDL,C,D,STD,HES,HESS CORP,USD,A,1010
001410,20211031,2021,INDL,C,D,STD,ABM,ABM INDUSTRIES INC,USD,A,2020
001414,20211231,2021,INDL,C,D,STD,PRI,PRIMERICA INC,USD,A,4030
001439,20211231,2021,INDL,C,D,STD,ECOL,US ECOLOGY INC,USD,A,2020
001440,20211231,2021,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,A,5510
001447,20211231,2021,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,A,4020
001449,20211231,2021,INDL,C,D,STD,AFL,AFLAC INC,USD,A,4030
001487,20211231,2021,INDL,C,D,STD,AIG,AMERICAN INTERNATIONAL GROUP,USD,A,4030
001526,20211231,2021,INDL,C,D,STD,ANAT,AMERICAN NATIONAL GROUP INC,USD,A,4030
001585,20211231,2021,INDL,C,D,STD,AVD,AMERICAN VANGUARD CORP,USD,A,1510
001598,20211231,2021,INDL,C,D,STD,AME,AMETEK INC,USD,A,2010
001602,20211231,2021,INDL,C,D,STD,AMGN,AMGEN INC,USD,A,3520
001632,20211031,2021,INDL,C,D,STD,ADI,ANALOG DEVICES,USD,A,4530
001659,20211231,2021,INDL,C,D,STD,ANDE,ANDERSONS INC,USD,A,3010
001661,20211231,2021,INDL,C,D,STD,NBR,NABORS INDUSTRIES LTD,USD,A,1010
001678,20211231,2021,INDL,C,D,STD,APA,APA CORP,USD,A,1010
001690,20210930,2021,INDL,C,D,STD,AAPL,APPLE INC,USD,A,4520
001704,20211031,2021,INDL,C,D,STD,AMAT,APPLIED MATERIALS INC,USD,A,4530
001722,20211231,2021,INDL,C,D,STD,ADM,ARCHER-DANIELS-MIDLAND CO,USD,A,3020
001743,20211231,2021,INDL,C,D,STD,ARCB,ARCBEST CORP,USD,A,2030
001773,20211231,2021,INDL,C,D,STD,ARW,ARROW ELECTRONICS INC,USD,A,4520
001794,20210930,2021,INDL,C,D,STD,ASH,ASHLAND GLOBAL HOLDINGS INC,USD,A,1510
001823,20211231,2021,INDL,C,D,STD,ATRO,ASTRONICS CORP,USD,A,2010
001864,20220131,2021,INDL,C,D,STD,REX,REX AMERICAN RESOURCES CORP,USD,A,1010
001878,20220131,2021,INDL,C,D,STD,ADSK,AUTODESK INC,USD,A,4510
001891,20210630,2021,INDL,C,D,STD,ADP,AUTOMATIC DATA PROCESSING,USD,A,4510
001913,20211231,2021,INDL,C,D,STD,AVY,AVERY DENNISON CORP,USD,A,1510
001919,20210630,2021,INDL,C,D,STD,AVT,AVNET INC,USD,A,4520
001968,20211231,2021,INDL,C,D,STD,BMI,BADGER METER INC,USD,A,4520
001979,20211231,2021,INDL,C,D,STD,BCPC,BALCHEM CORP  -CL B,USD,A,1510
001988,20211231,2021,INDL,C,D,STD,BLL,BALL CORP,USD,A,1510
002002,20211231,2021,INDL,C,D,STD,BPOP,POPULAR INC,USD,A,4010
002005,20211231,2021,INDL,C,D,STD,BOH,BANK OF HAWAII CORP,USD,A,4010
002019,20211231,2021,INDL,C,D,STD,BK,BANK OF NEW YORK MELLON CORP,USD,A,4020
002049,20211231,2021,INDL,C,D,STD,B,BARNES GROUP INC,USD,A,2010
002086,20211231,2021,INDL,C,D,STD,BAX,BAXTER INTERNATIONAL INC,USD,A,3510
002101,20210630,2021,INDL,C,D,STD,AIT,APPLIED INDUSTRIAL TECH INC,USD,A,2010
002111,20210930,2021,INDL,C,D,STD,BDX,BECTON DICKINSON & CO,USD,A,3510
002136,20211231,2021,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,A,5010
002184,20220131,2021,INDL,C,D,STD,BBY,BEST BUY CO INC,USD,A,2550
002259,20211231,2021,INDL,C,D,STD,BKH,BLACK HILLS CORP,USD,A,5510
002269,20220430,2021,INDL,C,D,STD,HRB,BLOCK H & R INC,USD,A,2530
002285,20211231,2021,INDL,C,D,STD,BA,BOEING CO,USD,A,2010
002312,20211231,2021,INDL,C,D,STD,RHI,ROBERT HALF INTL INC,USD,A,2020
002352,20210731,2021,INDL,C,D,STD,BRC,BRADY CORP,USD,A,2020
002403,20211231,2021,INDL,C,D,STD,BMY,BRISTOL-MYERS SQUIBB CO,USD,A,3520
002436,20220131,2021,INDL,C,D,STD,CAL,CALERES INC,USD,A,2550
002444,20211231,2021,INDL,C,D,STD,BC,BRUNSWICK CORP,USD,A,2520
002448,20211231,2021,INDL,C,D,STD,MTRN,MATERION CORP,USD,A,1510
002497,20211231,2021,INDL,C,D,STD,MTZ,MASTEC INC,USD,A,2010
002504,20211231,2021,INDL,C,D,STD,UIS,UNISYS CORP,USD,A,4510
002547,20211231,2021,INDL,C,D,STD,CI,CIGNA CORP,USD,A,3510
002558,20211231,2021,INDL,C,D,STD,CNA,CNA FINANCIAL CORP,USD,A,4030
002574,20211231,2021,INDL,C,D,STD,CSX,CSX CORP,USD,A,2030
002577,20211231,2021,INDL,C,D,STD,CTS,CTS CORP,USD,A,4520
002593,20210930,2021,INDL,C,D,STD,CBT,CABOT CORP,USD,A,1510
002596,20210630,2021,INDL,C,D,STD,CACI,CACI INTL INC  -CL A,USD,A,2020
002628,20211231,2021,INDL,C,D,STD,CWT,CALIFORNIA WATER SERVICE GP,USD,A,5510
002663,20210731,2021,INDL,C,D,STD,CPB,CAMPBELL SOUP CO,USD,A,3020
002751,20210630,2021,INDL,C,D,STD,CAH,CARDINAL HEALTH INC,USD,A,3510
002771,20211231,2021,INDL,C,D,STD,CSL,CARLISLE COS INC,USD,A,2010
002787,20210630,2021,INDL,C,D,STD,CRS,CARPENTER TECHNOLOGY CORP,USD,A,1510
002817,20211231,2021,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,A,2010
002818,20220131,2021,INDL,C,D,STD,CATO,CATO CORP  -CL A,USD,A,2550
002960,20211231,2021,INDL,C,D,STD,CHE,CHEMED CORP,USD,A,3510
002968,20211231,2021,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,A,4010
002986,20211231,2021,INDL,C,D,STD,CPK,CHESAPEAKE UTILITIES CORP,USD,A,5510
002991,20211231,2021,INDL,C,D,STD,CVX,CHEVRON CORP,USD,A,1010
003007,20210630,2021,INDL,C,D,STD,EAT,BRINKER INTL INC,USD,A,2530
003026,20211231,2021,INDL,C,D,STD,CHD,CHURCH & DWIGHT INC,USD,A,3030
003028,20211231,2021,INDL,C,D,STD,CHDN,CHURCHILL DOWNS INC,USD,A,2530
003107,20211231,2021,INDL,C,D,STD,CLF,CLEVELAND-CLIFFS INC,USD,A,1510
003121,20210630,2021,INDL,C,D,STD,CLX,CLOROX CO/DE,USD,A,3030
003138,20211231,2021,INDL,C,D,STD,COKE,COCA COLA CONSOLIDATED INC,USD,A,3020
003144,20211231,2021,INDL,C,D,STD,KO,COCA-COLA CO,USD,A,3020
003153,20211231,2021,INDL,C,D,STD,CDE,COEUR MINING INC,USD,A,1510
003157,20210930,2021,INDL,C,D,STD,COHR,COHERENT INC,USD,A,4520
003158,20211231,2021,INDL,C,D,STD,COHU,COHU INC,USD,A,4530
003170,20211231,2021,INDL,C,D,STD,CL,COLGATE-PALMOLIVE CO,USD,A,3030
003203,20210831,2021,INDL,C,D,STD,CCF,CHASE CORP,USD,A,1510
003221,20211231,2021,INDL,C,D,STD,AON,AON PLC,USD,A,4030
003226,20211231,2021,INDL,C,D,STD,CMCSA,COMCAST CORP,USD,A,5020
003231,20211231,2021,INDL,C,D,STD,CMA,COMERICA INC,USD,A,4010
003238,20211231,2021,INDL,C,D,STD,CBSH,COMMERCE BANCSHARES INC,USD,A,4010
003243,20211231,2021,INDL,C,D,STD,C,CITIGROUP INC,USD,A,4010
003246,20210831,2021,INDL,C,D,STD,CMC,COMMERCIAL METALS,USD,A,1510
003278,20211231,2021,INDL,C,D,STD,CAR,AVIS BUDGET GROUP INC,USD,A,2030
003358,20210731,2021,INDL,C,D,STD,CMTL,COMTECH TELECOMMUN,USD,A,4520
003382,20211231,2021,INDL,C,D,STD,SSTK,SHUTTERSTOCK INC,USD,A,2550
003413,20211231,2021,INDL,C,D,STD,ED,CONSOLIDATED EDISON INC,USD,A,5510
003429,20211231,2021,INDL,C,D,STD,CTO,CTO REALTY GROWTH INC,USD,A,6010
003439,20211231,2021,INDL,C,D,STD,CMS,CMS ENERGY CORP,USD,A,5510
003469,20211231,2021,INDL,C,D,STD,CLR,CONTINENTAL RESOURCES INC,USD,A,1010
003504,20211031,2021,INDL,C,D,STD,COO,COOPER COS INC (THE),USD,A,3510
003532,20211231,2021,INDL,C,D,STD,GLW,CORNING INC,USD,A,4520
003562,20211231,2021,INDL,C,D,STD,CUZ,COUSINS PROPERTIES INC,USD,A,6010
003570,20210731,2021,INDL,C,D,STD,CBRL,CRACKER BARREL OLD CTRY STOR,USD,A,2530
003580,20211231,2021,INDL,C,D,STD,CR,CRANE CO,USD,A,2010
003592,20211231,2021,INDL,C,D,STD,OMF,ONEMAIN HOLDINGS INC,USD,A,4020
003619,20211231,2021,INDL,C,D,STD,CCK,CROWN HOLDINGS INC,USD,A,1510
003643,20211231,2021,INDL,C,D,STD,CFR,CULLEN/FROST BANKERS INC,USD,A,4010
003650,20211231,2021,INDL,C,D,STD,CMI,CUMMINS INC,USD,A,2010
003662,20211231,2021,INDL,C,D,STD,CW,CURTISS-WRIGHT CORP,USD,A,2010
003708,20211231,2021,INDL,C,D,STD,WEN,WENDY'S CO,USD,A,2530
003734,20211231,2021,INDL,C,D,STD,DAN,DANA INC,USD,A,2510
003735,20211231,2021,INDL,C,D,STD,DHR,DANAHER CORP,USD,A,3520
003813,20220131,2021,INDL,C,D,STD,TGT,TARGET CORP,USD,A,2550
003835,20211031,2021,INDL,C,D,STD,DE,DEERE & CO,USD,A,2010
003851,20211231,2021,INDL,C,D,STD,DAL,DELTA AIR LINES INC,USD,A,2030
003863,20211231,2021,INDL,C,D,STD,DLX,DELUXE CORP,USD,A,2020
003897,20211231,2021,INDL,C,D,STD,DTE,DTE ENERGY CO,USD,A,5510
003946,20211231,2021,INDL,C,D,STD,DBD,DIEBOLD NIXDORF INC,USD,A,4520
003964,20220131,2021,INDL,C,D,STD,DDS,DILLARDS INC  -CL A,USD,A,2550
003969,20211231,2021,INDL,C,D,STD,DIOD,DIODES INC,USD,A,4530
003980,20210930,2021,INDL,C,D,STD,DIS,DISNEY (WALT) CO,USD,A,5020
004016,20220131,2021,INDL,C,D,STD,DG,DOLLAR GENERAL CORP,USD,A,2550
004029,20211231,2021,INDL,C,D,STD,D,DOMINION ENERGY INC,USD,A,5510
004036,20210731,2021,INDL,C,D,STD,DCI,DONALDSON CO INC,USD,A,2010
004058,20211231,2021,INDL,C,D,STD,DOV,DOVER CORP,USD,A,2010
004066,20211231,2021,INDL,C,D,STD,OMC,OMNICOM GROUP INC,USD,A,5020
004091,20211231,2021,INDL,C,D,STD,DCO,DUCOMMUN INC,USD,A,2010
004093,20211231,2021,INDL,C,D,STD,DUK,DUKE ENERGY CORP,USD,A,5510
004108,20211231,2021,INDL,C,D,STD,FLS,FLOWSERVE CORP,USD,A,2010
004115,20220131,2021,INDL,C,D,STD,DY,DYCOM INDUSTRIES INC,USD,A,2010
004145,20211231,2021,INDL,C,D,STD,PKI,PERKINELMER INC,USD,A,3520
004193,20211231,2021,INDL,C,D,STD,EGP,EASTGROUP PROPERTIES,USD,A,6010
004194,20211231,2021,INDL,C,D,STD,KODK,EASTMAN KODAK CO,USD,A,4520
004199,20211231,2021,INDL,C,D,STD,ETN,EATON CORP PLC,USD,A,2010
004213,20211231,2021,INDL,C,D,STD,ECL,ECOLAB INC,USD,A,1510
004321,20210930,2021,INDL,C,D,STD,EMR,EMERSON ELECTRIC CO,USD,A,2010
004383,20210930,2021,INDL,C,D,STD,ATO,ATMOS ENERGY CORP,USD,A,5510
004384,20211231,2021,INDL,C,D,STD,MARA,MARATHON DIGITAL HOLDNGS INC,USD,A,4510
004423,20211231,2021,INDL,C,D,STD,EFX,EQUIFAX INC,USD,A,2020
004430,20211231,2021,INDL,C,D,STD,EQT,EQT CORP,USD,A,1010
004462,20211231,2021,INDL,C,D,STD,NEU,NEWMARKET CORP,USD,A,1510
004494,20211231,2021,INDL,C,D,STD,EXPD,EXPEDITORS INTL WASH INC,USD,A,2030
004497,20211231,2021,INDL,C,D,STD,BOOM,DMC GLOBAL INC,USD,A,1010
004498,20210930,2021,INDL,C,D,STD,IIIN,INSTEEL INDUSTRIES,USD,A,2010
004510,20211231,2021,INDL,C,D,STD,FMC,FMC CORP,USD,A,1510
004517,20211231,2021,INDL,C,D,STD,NEE,NEXTERA ENERGY INC,USD,A,5510
004605,20211231,2021,INDL,C,D,STD,FRT,FEDERAL REALTY INVESTMENT TR,USD,A,6010
004608,20211231,2021,INDL,C,D,STD,FSS,FEDERAL SIGNAL CORP,USD,A,2010
004611,20220131,2021,INDL,C,D,STD,M,MACY'S INC,USD,A,2550
004622,20211231,2021,INDL,C,D,STD,FOE,FERRO CORP,USD,A,1510
004640,20211231,2021,INDL,C,D,STD,FITB,FIFTH THIRD BANCORP,USD,A,4010
004674,20211231,2021,INDL,C,D,STD,RF,REGIONS FINANCIAL CORP,USD,A,4010
004685,20211231,2021,INDL,C,D,STD,TRMK,TRUSTMARK CORP,USD,A,4010
004690,20211231,2021,INDL,C,D,STD,FCNCA,FIRST CITIZENS BANCSH  -CL A,USD,A,4010
004699,20211231,2021,INDL,C,D,STD,MTB,M & T BANK CORP,USD,A,4010
004723,20211231,2021,INDL,C,D,STD,USB,US BANCORP,USD,A,4010
004737,20211231,2021,INDL,C,D,STD,FHN,FIRST HORIZON CORP,USD,A,4010
004809,20211231,2021,INDL,C,D,STD,FLO,FLOWERS FOODS INC,USD,A,3020
004818,20211231,2021,INDL,C,D,STD,FLR,FLUOR CORP,USD,A,2010
004839,20211231,2021,INDL,C,D,STD,F,FORD MOTOR CO,USD,A,2510
004881,20211231,2021,INDL,C,D,STD,FELE,FRANKLIN ELECTRIC CO INC,USD,A,2010
004885,20210930,2021,INDL,C,D,STD,BEN,FRANKLIN RESOURCES INC,USD,A,4020
004926,20211130,2021,INDL,C,D,STD,FUL,FULLER (H. B.) CO,USD,A,1510
004941,20211231,2021,INDL,C,D,STD,GATX,GATX CORP,USD,A,2010
004973,20211231,2021,INDL,C,D,STD,AJG,ARTHUR J GALLAGHER & CO,USD,A,4030
004988,20211231,2021,INDL,C,D,STD,TGNA,TEGNA INC,USD,A,5020
004990,20220131,2021,INDL,C,D,STD,GPS,GAP INC,USD,A,2550
005018,20211231,2021,INDL,C,D,STD,AJRD,AEROJET ROCKETDYNE HOLDINGS,USD,A,2010
005046,20211231,2021,INDL,C,D,STD,GD,GENERAL DYNAMICS CORP,USD,A,2010
005047,20211231,2021,INDL,C,D,STD,GE,GENERAL ELECTRIC CO,USD,A,2010
005072,20211231,2021,INDL,C,D,STD,ALLY,ALLY FINANCIAL INC,USD,A,4020
005073,20211231,2021,INDL,C,D,STD,GM,GENERAL MOTORS CO,USD,A,2510
005087,20211231,2021,INDL,C,D,STD,SPXC,SPX CORP,USD,A,2010
005109,20220131,2021,INDL,C,D,STD,GCO,GENESCO INC,USD,A,2550
005116,20211231,2021,INDL,C,D,STD,GNTX,GENTEX CORP,USD,A,2510
005125,20211231,2021,INDL,C,D,STD,GPC,GENUINE PARTS CO,USD,A,2550
005149,20211231,2021,INDL,C,D,STD,GTY,GETTY REALTY CORP,USD,A,6010
005179,20211231,2021,INDL,C,D,STD,GLT,GLATFELTER CORP,USD,A,1510
005234,20211231,2021,INDL,C,D,STD,GT,GOODYEAR TIRE & RUBBER CO,USD,A,2510
005237,20211231,2021,INDL,C,D,STD,GRC,GORMAN-RUPP CO,USD,A,2010
005252,20211231,2021,INDL,C,D,STD,GGG,GRACO INC,USD,A,2010
005256,20211231,2021,INDL,C,D,STD,GWW,GRAINGER (W W) INC,USD,A,2010
005342,20211231,2021,INDL,C,D,STD,MGI,MONEYGRAM INTERNATIONAL INC,USD,A,4510
005439,20211231,2021,INDL,C,D,STD,HAL,HALLIBURTON CO,USD,A,1010
005496,20211231,2021,INDL,C,D,STD,HSC,HARSCO CORP,USD,A,2020
005518,20211231,2021,INDL,C,D,STD,HAS,HASBRO INC,USD,A,2520
005520,20211231,2021,INDL,C,D,STD,AMOT,ALLIED MOTION TECHNOLOGIES,USD,A,2010
005526,20211231,2021,INDL,C,D,STD,HE,HAWAIIAN ELECTRIC INDS,USD,A,5510
005539,20211231,2021,INDL,C,D,STD,HCSG,HEALTHCARE SERVICES GROUP,USD,A,2020
005559,20211231,2021,INDL,C,D,STD,STRL,STERLING CONSTRUCTION CO INC,USD,A,2010
005560,20211231,2021,INDL,C,D,STD,HL,HECLA MINING CO,USD,A,1510
005568,20211231,2021,INDL,C,D,STD,KHC,KRAFT HEINZ CO,USD,A,3020
005581,20210930,2021,INDL,C,D,STD,HP,HELMERICH & PAYNE,USD,A,1010
005597,20211231,2021,INDL,C,D,STD,HSY,HERSHEY CO,USD,A,3020
005606,20211031,2021,INDL,C,D,STD,HPQ,HP INC,USD,A,4520
005608,20211231,2021,INDL,C,D,STD,HXL,HEXCEL CORP,USD,A,2010
005643,20211231,2021,INDL,C,D,STD,HLT,HILTON WORLDWIDE HOLDINGS,USD,A,2530
005680,20220131,2021,INDL,C,D,STD,HD,HOME DEPOT INC,USD,A,2550
005690,20211231,2021,INDL,C,D,STD,HNI,HNI CORP,USD,A,2020
005709,20211031,2021,INDL,C,D,STD,HRL,HORMEL FOODS CORP,USD,A,3020
005742,20211231,2021,INDL,C,D,STD,CNP,CENTERPOINT ENERGY INC,USD,A,5510
005750,20211031,2021,INDL,C,D,STD,HOV,HOVNANIAN ENTRPRS INC  -CL A,USD,A,2520
005763,20211031,2021,INDL,C,D,STD,UBA,URSTADT BIDDLE PROPERTIES,USD,A,6010
005764,20211231,2021,INDL,C,D,STD,HUBB,HUBBELL INC,USD,A,2010
005783,20211231,2021,INDL,C,D,STD,JBHT,HUNT (JB) TRANSPRT SVCS INC,USD,A,2030
005786,20211231,2021,INDL,C,D,STD,HBAN,HUNTINGTON BANCSHARES,USD,A,4010
005860,20211231,2021,INDL,C,D,STD,ITT,ITT INC,USD,A,2010
005870,20211231,2021,INDL,C,D,STD,IDA,IDACORP INC,USD,A,5510
005878,20211231,2021,INDL,C,D,STD,ITW,ILLINOIS TOOL WORKS,USD,A,2010
005968,20211231,2021,INDL,C,D,STD,RYI,RYERSON HOLDING CORP,USD,A,1510
005987,20210930,2021,INDL,C,D,STD,GFF,GRIFFON CORP,USD,A,2010
006008,20211231,2021,INDL,C,D,STD,INTC,INTEL CORP,USD,A,4530
006066,20211231,2021,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,A,4510
006078,20211231,2021,INDL,C,D,STD,IFF,INTL FLAVORS & FRAGRANCES,USD,A,1510
006100,20211231,2021,INDL,C,D,STD,IDCC,INTERDIGITAL INC,USD,A,4510
006104,20211231,2021,INDL,C,D,STD,IP,INTL PAPER CO,USD,A,1510
006136,20211231,2021,INDL,C,D,STD,IPG,INTERPUBLIC GROUP OF COS,USD,A,5020
006223,20211231,2021,INDL,C,D,STD,EME,EMCOR GROUP INC,USD,A,2010
006266,20211231,2021,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,A,3520
006268,20210930,2021,INDL,C,D,STD,JCI,JOHNSON CONTROLS INTL PLC,USD,A,2010
006304,20210630,2021,INDL,C,D,STD,KLAC,KLA CORP,USD,A,4530
006310,20211231,2021,INDL,C,D,STD,KMI,KINDER MORGAN INC,USD,A,1010
006326,20211231,2021,INDL,C,D,STD,KAMN,KAMAN CORP,USD,A,2010
006375,20211231,2021,INDL,C,D,STD,K,KELLOGG CO,USD,A,3020
006379,20211231,2021,INDL,C,D,STD,KELYA,KELLY SERVICES INC  -CL A,USD,A,2020
006386,20210630,2021,INDL,C,D,STD,KMT,KENNAMETAL INC,USD,A,2010
006433,20210630,2021,INDL,C,D,STD,KBAL,KIMBALL INTERNATIONAL  -CL B,USD,A,2020
006435,20211231,2021,INDL,C,D,STD,KMB,KIMBERLY-CLARK CORP,USD,A,3030
006461,20211231,2021,INDL,C,D,STD,KEX,KIRBY CORP,USD,A,2030
006502,20220131,2021,INDL,C,D,STD,KR,KROGER CO,USD,A,3010
006509,20210930,2021,INDL,C,D,STD,KLIC,KULICKE & SOFFA INDUSTRIES,USD,A,4530
006547,20210930,2021,INDL,C,D,STD,SR,SPIRE INC,USD,A,5510
006565,20210630,2021,INDL,C,D,STD,LRCX,LAM RESEARCH CORP,USD,A,4530
006573,20210630,2021,INDL,C,D,STD,LANC,LANCASTER COLONY CORP,USD,A,3020
006649,20211231,2021,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,A,2520
006730,20211231,2021,INDL,C,D,STD,LLY,LILLY (ELI) & CO,USD,A,3520
006737,20211231,2021,INDL,C,D,STD,LECO,LINCOLN ELECTRIC HLDGS INC,USD,A,2010
006742,20211231,2021,INDL,C,D,STD,LNC,LINCOLN NATIONAL CORP,USD,A,4030
006774,20211231,2021,INDL,C,D,STD,LMT,LOCKHEED MARTIN CORP,USD,A,2010
006781,20211231,2021,INDL,C,D,STD,L,LOEWS CORP,USD,A,4030
006821,20211231,2021,INDL,C,D,STD,LPX,LOUISIANA-PACIFIC CORP,USD,A,1510
006829,20220131,2021,INDL,C,D,STD,LOW,LOWE'S COS INC,USD,A,2550
006865,20211231,2021,INDL,C,D,STD,MDC,MDC HOLDINGS INC,USD,A,2520
006867,20211231,2021,INDL,C,D,STD,MDU,MDU RESOURCES GROUP INC,USD,A,2010
006932,20211231,2021,INDL,C,D,STD,MGEE,MGE ENERGY INC,USD,A,5510
006994,20211231,2021,INDL,C,D,STD,MTW,MANITOWOC CO,USD,A,2010
007017,20211231,2021,INDL,C,D,STD,MRO,MARATHON OIL CORP,USD,A,1010
007022,20211231,2021,INDL,C,D,STD,MCS,MARCUS CORP,USD,A,5020
007063,20211231,2021,INDL,C,D,STD,HST,HOST HOTELS & RESORTS INC,USD,A,6010
007065,20211231,2021,INDL,C,D,STD,MMC,MARSH & MCLENNAN COS,USD,A,4030
007085,20211231,2021,INDL,C,D,STD,MAS,MASCO CORP,USD,A,2010
007116,20211231,2021,INDL,C,D,STD,MAT,MATTEL INC,USD,A,2520
007154,20211231,2021,INDL,C,D,STD,MCD,MCDONALD'S CORP,USD,A,2530
007161,20211231,2021,INDL,C,D,STD,MGRC,MCGRATH RENTCORP,USD,A,2010
007163,20211231,2021,INDL,C,D,STD,SPGI,S&P GLOBAL INC,USD,A,4020
007241,20211231,2021,INDL,C,D,STD,CVS,CVS HEALTH CORP,USD,A,3510
007257,20211231,2021,INDL,C,D,STD,MRK,MERCK & CO,USD,A,3520
007343,20210831,2021,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,A,4530
007366,20211231,2021,INDL,C,D,STD,ETR,ENTERGY CORP,USD,A,5510
007368,20211231,2021,INDL,C,D,STD,MSEX,MIDDLESEX WATER CO,USD,A,5510
007420,20211231,2021,INDL,C,D,STD,MSA,MSA SAFETY INC,USD,A,2020
007435,20211231,2021,INDL,C,D,STD,MMM,3M CO,USD,A,2010
007437,20211231,2021,INDL,C,D,STD,ALE,ALLETE INC,USD,A,5510
007526,20211231,2021,INDL,C,D,STD,QDEL,QUIDEL CORP,USD,A,3510
007585,20211231,2021,INDL,C,D,STD,MSI,MOTOROLA SOLUTIONS INC,USD,A,4520
007620,20211231,2021,INDL,C,D,STD,MUR,MURPHY OIL CORP,USD,A,1010
007636,20211231,2021,INDL,C,D,STD,MYE,MYERS INDUSTRIES INC,USD,A,1510
007647,20211231,2021,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,A,4010
007648,20211231,2021,INDL,C,D,STD,NCR,NCR CORP,USD,A,4510
007685,20210630,2021,INDL,C,D,STD,NSSC,NAPCO SECURITY TECH INC,USD,A,4520
007733,20210930,2021,INDL,C,D,STD,NFG,NATIONAL FUEL GAS CO,USD,A,5510
007741,20211231,2021,INDL,C,D,STD,NHC,NATIONAL HEALTHCARE CORP,USD,A,3510
007750,20211231,2021,INDL,C,D,STD,THC,TENET HEALTHCARE CORP,USD,A,3510
007762,20211231,2021,INDL,C,D,STD,NPK,NATIONAL PRESTO INDS INC,USD,A,2010
007849,20210930,2021,INDL,C,D,STD,NJR,NEW JERSEY RESOURCES CORP,USD,A,5510
007866,20211231,2021,INDL,C,D,STD,NYT,NEW YORK TIMES CO  -CL A,USD,A,5020
007875,20211231,2021,INDL,C,D,STD,NWL,NEWELL BRANDS INC,USD,A,2520
007881,20211231,2021,INDL,C,D,STD,NEM,NEWMONT CORP,USD,A,1510
007882,20211231,2021,INDL,C,D,STD,NR,NEWPARK RESOURCES,USD,A,1010
007921,20211031,2021,INDL,C,D,STD,NDSN,NORDSON CORP,USD,A,2010
007922,20220131,2021,INDL,C,D,STD,JWN,NORDSTROM INC,USD,A,2550
007923,20211231,2021,INDL,C,D,STD,NSC,NORFOLK SOUTHERN CORP,USD,A,2030
007951,20220131,2021,INDL,C,D,STD,MOV,MOVADO GROUP INC,USD,A,2520
007970,20211231,2021,INDL,C,D,STD,ES,EVERSOURCE ENERGY,USD,A,5510
007974,20211231,2021,INDL,C,D,STD,NI,NISOURCE INC,USD,A,5510
007977,20211231,2021,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,A,5510
007982,20211231,2021,INDL,C,D,STD,NTRS,NORTHERN TRUST CORP,USD,A,4020
007985,20211231,2021,INDL,C,D,STD,NOC,NORTHROP GRUMMAN CORP,USD,A,2010
007991,20211231,2021,INDL,C,D,STD,TEX,TEREX CORP,USD,A,2010
007993,20211231,2021,INDL,C,D,STD,NWN,NORTHWEST NATURAL HLDNG CO,USD,A,5510
008001,20211231,2021,INDL,C,D,STD,NWE,NORTHWESTERN CORP,USD,A,5510
008007,20211231,2021,INDL,C,D,STD,WFC,WELLS FARGO & CO,USD,A,4010
008030,20211231,2021,INDL,C,D,STD,NUE,NUCOR CORP,USD,A,1510
008068,20211231,2021,INDL,C,D,STD,OXY,OCCIDENTAL PETROLEUM CORP,USD,A,1010
008079,20211231,2021,INDL,C,D,STD,OII,OCEANEERING INTERNATIONAL,USD,A,1010
008099,20211231,2021,INDL,C,D,STD,FE,FIRSTENERGY CORP,USD,A,5510
008113,20211231,2021,INDL,C,D,STD,OGE,OGE ENERGY CORP,USD,A,5510
008123,20211231,2021,INDL,C,D,STD,OLN,OLIN CORP,USD,A,1510
008148,20211231,2021,INDL,C,D,STD,OLP,ONE LIBERTY PROPERTIES INC,USD,A,6010
